ArchivesSpace field code (please don't edit this row),collection_id,ead,ref_id,title,unit_id,hierarchy,level,other_level,publish,restrictions_flag,processing_note,dates_label,begin,end,date_type,expression,date_certainty,portion,number,extent_type,container_summary,physical_details,dimensions,cont_instance_type,type_1,indicator_1,barcode,type_2,indicator_2,type_3,indicator_3,digital_object_title,digital_object_link,thumbnail,people_agent_record_id_1,people_agent_header_1,people_agent_relator_1,people_agent_record_id_2,people_agent_header_2,people_agent_relator_2,people_agent_record_id_3,people_agent_header_3,people_agent_relator_3,families_agent_record_id_1,families_agent_header_1,families_agent_relator_1,corporate_entities_agent_record_id_1,corporate_entities_agent_header_1,corporate_entities_agent_relator_1,corporate_entities_agent_record_id_2,corporate_entities_agent_header_2,corporate_entities_agent_relator_2,subject_1_record_id,subject_1_term,subject_1_type,subject_1_source,subject_2_record_id,subject_2_term,subject_2_type,subject_2_source,n_abstract,n_accessrestrict,n_acqinfo,n_arrangement,n_bioghist,n_custodhist,n_dimensions,n_odd,n_langmaterial,n_physdesc,n_physfacet,n_physloc,n_prefercite,n_processinfo,n_relatedmaterial,n_scopecontent,n_separatedmaterial,n_userestrict
Field name ,Resource Identifier,EAD ID,Ref ID ,Title,Component Unique Identifier,Hierarchical Relationship,Description Level,Other Level,Publish?,Restrictions Apply?,Processing Note,Dates Label,Date Begin,Date end,Dates Type,Date expression,Date Certainty,Extent portion,Extent number,"Extent type: cubic feet, cds, etc.",Container Summary,Physical Details,Dimensions,Container Instance Type,Top Container type,Top Container [indicator],barcode,Child type,Child indicator,Grandchild type,Grandchild indicator,Digital Object Title,URL of Linked-out digital object,URL of thumbnail,Agent/Creator (1) Record ID,Agent/Creator (1) header string,Agent/Creator (1) Relator,Agent/Creator (2) Record ID,Agent/Creator (2) header string,Agent/Creator (2) Relator,Agent/Creator (3) Record ID,Agent/Creator (3) header string,Agent/Creator (3) Relator,Family Agent Record ID,Family Agent header string,Family/Creator Relator,Corporate Agent Record ID,Corporate Agent header string,Corporate/Creator Relator(2),Corporate Agent Record ID(2),Corporate Agent header string(2),Corporate/Creator Relator(2),Subject (1) Record ID,Subject (1) Term,Subject (1) Type,Subject (1) Source,Subject (2) Record ID,Subject (2) Term,Subject (2) Type,Subject (2) Source,Abstract,Access Restrictions,Acquisition Information,Arrangement,Biography/History,Custodial History,Dimensions,General,Language of Materials,Physical Description,Physical Facet,Physical Location,Preferred Citation,Processing Information,Related Materials,Scope and Contents,Separated Materials,Use Restrictions
